Country,Date,Confirmed,Recovered,Deaths,Active
Italy,2020-11-24,1455022,605330,51306,798386
Italy,2020-11-25,1480874,637149,52028,791697
Italy,2020-11-26,1509875,661180,52850,795845
Italy,2020-11-27,1538217,696647,53677,787893
Italy,2020-11-28,1564532,720861,54363,789308
Italy,2020-11-29,1585178,734503,54904,795771
Italy,2020-11-30,1601554,757507,55576,788471
Italy,2020-12-01,1620901,784595,56361,779945
Italy,2020-12-02,1641610,823335,57045,761230
Italy,2020-12-03,1664829,846809,58038,759982
Italy,2020-12-04,1688939,872385,58852,757702
Italy,2020-12-05,1709991,896308,59514,754169
Italy,2020-12-06,1728878,913494,60078,755306
Italy,2020-12-07,1742557,933132,60606,748819
Italy,2020-12-08,1757394,958629,61240,737525
Italy,2020-12-09,1770149,997895,61739,710515
Italy,2020-12-10,1787147,1027994,62626,696527
Italy,2020-12-11,1805873,1052163,63387,690323
Italy,2020-12-12,1825775,1076891,64036,684848
Italy,2020-12-13,1843712,1093161,64520,686031
Italy,2020-12-14,1855737,1115617,65011,675109
Italy,2020-12-15,1870576,1141406,65857,663313
Italy,2020-12-16,1888144,1175901,66537,645706
Italy,2020-12-17,1906377,1203814,67220,635343
Italy,2020-12-18,1921778,1226086,67894,627798
Italy,2020-12-19,1938083,1249470,68447,620166
Italy,2020-12-20,1953185,1261626,68799,622760
Italy,2020-12-21,1964054,1281258,69214,613582
Italy,2020-12-22,1977370,1301573,69842,605955
Italy,2020-12-23,1991278,1322067,70395,598816
Italy,2020-12-24,2009317,1344785,70900,593632
Italy,2020-12-25,2028354,1377109,71359,579886
Italy,2020-12-26,2038759,1386198,71620,580941
Italy,2020-12-27,2047696,1394011,71925,581760
Italy,2020-12-28,2056277,1408686,72370,575221
Italy,2020-12-29,2067487,1425730,73029,568728
Italy,2020-12-30,2083689,1445690,73604,564395
Italy,2020-12-31,2107166,1463111,74159,569896
Italy,2021-01-01,2129376,1479988,74621,574767
Italy,2021-01-02,2141201,1489154,74985,577062
Italy,2021-01-03,2155446,1503900,75332,576214
Italy,2021-01-04,2166244,1520106,75680,570458
Italy,2021-01-05,2181619,1536129,76329,569161
Italy,2021-01-06,2201945,1556356,76877,568712
Italy,2021-01-07,2220361,1572015,77291,571055
Italy,2021-01-08,2237890,1589590,77911,570389
Italy,2021-01-09,2257866,1606630,78394,572842
Italy,2021-01-10,2276491,1617804,78755,579932
Italy,2021-01-11,2289021,1633839,79203,575979
Italy,2021-01-12,2303263,1653404,79819,570040
Italy,2021-01-13,2319036,1673936,80326,564774
Italy,2021-01-14,2336279,1694051,80848,561380
Italy,2021-01-15,2352423,1713030,81325,558068
Italy,2021-01-16,2368733,1729216,81800,557717
Italy,2021-01-17,2381277,1745726,82177,553374
Italy,2021-01-18,2390102,1760489,82554,547059
Italy,2021-01-19,2400598,1781917,83157,535524
Italy,2021-01-20,2414166,1806932,83681,523553
Italy,2021-01-21,2428221,1827451,84202,516568
Italy,2021-01-22,2441854,1855127,84674,502053
Italy,2021-01-23,2455185,1871189,85162,498834
Italy,2021-01-24,2466813,1882074,85461,499278
Italy,2021-01-25,2475372,1897861,85881,491630
Italy,2021-01-26,2485956,1917117,86422,482417
Italy,2021-01-27,2501147,1936289,86889,477969
Italy,2021-01-28,2515507,1953509,87381,474617
Italy,2021-01-29,2529070,1973388,87858,467824
Italy,2021-01-30,2541783,1990152,88279,463352
Italy,2021-01-31,2553032,2010548,88516,453968
Italy,2021-02-01,2560957,2024523,88845,447589
Italy,2021-02-02,2570608,2043499,89344,437765
Italy,2021-02-03,2583790,2059248,89820,434722
Italy,2021-02-04,2597446,2076928,90241,430277
Italy,2021-02-05,2611659,2091923,90618,429118
Italy,2021-02-06,2625098,2107061,91003,427034
Italy,2021-02-07,2636738,2118441,91273,427024
Italy,2021-02-08,2644707,2133523,91580,419604
Italy,2021-02-09,2655319,2149350,92002,413967
Italy,2021-02-10,2668266,2165817,92338,410111
Italy,2021-02-11,2683403,2185655,92729,405019
Italy,2021-02-12,2697296,2202077,93045,402174
Italy,2021-02-13,2710819,2216050,93356,401413
Italy,2021-02-14,2721879,2225519,93577,402783
Italy,2021-02-15,2729223,2237290,93835,398098
Italy,2021-02-16,2739591,2251734,94171,393686
Italy,2021-02-17,2751657,2268253,94540,388864
Italy,2021-02-18,2765412,2286024,94887,384501
Italy,2021-02-19,2780882,2303199,95235,382448
Italy,2021-02-20,2795796,2315687,95486,384623
Italy,2021-02-21,2809246,2324633,95718,388895
Italy,2021-02-22,2818863,2334968,95992,387903
Italy,2021-02-23,2832162,2347866,96348,387948
Italy,2021-02-24,2848564,2362465,96666,389433
Italy,2021-02-25,2868435,2375318,96974,396143
Italy,2021-02-26,2888923,2387032,97227,404664
Italy,2021-02-27,2907825,2398352,97507,411966
Italy,2021-02-28,2925265,2405199,97699,422367
Italy,2021-03-01,2938371,2416093,97945,424333
Italy,2021-03-02,2955434,2426150,98288,430996
Italy,2021-03-03,2976274,2440218,98635,437421
Italy,2021-03-04,2999119,2453706,98974,446439
Italy,2021-03-05,3023129,2467388,99271,456470
Italy,2021-03-06,3046762,2481372,99578,465812
Italy,2021-03-07,3067486,2494839,99785,472862
Italy,2021-03-08,3081368,2508732,100103,472533
Italy,2021-03-09,3101093,2521731,100479,478883
Italy,2021-03-10,3123368,2535483,100811,487074
Italy,2021-03-11,3149017,2550483,101184,497350
Italy,2021-03-12,3175807,2564926,101564,509317
Italy,2021-03-13,3201838,2579896,101881,520061
Italy,2021-03-14,3223142,2589731,102145,531266
Italy,2021-03-15,3238394,2605538,102499,530357
Italy,2021-03-16,3258770,2619654,103001,536115
Italy,2021-03-17,3281810,2639370,103432,539008
Italy,2021-03-18,3306711,2655346,103855,547510
Italy,2021-03-19,3332418,2671638,104241,556539
Italy,2021-03-20,3356331,2686236,104642,565453
Italy,2021-03-21,3376376,2699762,104942,571672
Italy,2021-03-22,3400877,2719477,105328,576072
Italy,2021-03-23,3419616,2753083,105879,560654
Italy,2021-03-24,3440862,2773215,106339,561308
Italy,2021-03-25,3464543,2794888,106799,562856
Italy,2021-03-26,3488619,2814652,107256,566711
Italy,2021-03-27,3512453,2832939,107636,571878
Italy,2021-03-28,3532057,2850889,107933,573235
Italy,2021-03-29,3544957,2870614,108350,565993
Italy,2021-03-30,3561012,2889301,108879,562832
Italy,2021-03-31,3584899,2913045,109346,562508
Italy,2021-04-01,3607083,2933757,109847,563479
Italy,2021-04-02,3629000,2953377,110328,565295
Italy,2021-04-03,3650247,2974688,110704,564855
Italy,2021-04-04,3668264,2988199,111030,569035
Italy,2021-04-05,3678944,2997522,111326,570096
Italy,2021-04-06,3686707,3019255,111747,555705
Italy,2021-04-07,3700393,3040182,112374,547837
Italy,2021-04-08,3717602,3060411,112861,544330
Italy,2021-04-09,3736526,3086586,113579,536361
Italy,2021-04-10,3754077,3107069,113923,533085
Italy,2021-04-11,3769814,3122555,114254,533005
Italy,2021-04-12,3779594,3140565,114612,524417
Italy,2021-04-13,3793033,3158725,115088,519220
Italy,2021-04-14,3809193,3178976,115557,514660
Italy,2021-04-15,3826156,3200196,115937,510023
Italy,2021-04-16,3842079,3218975,116366,506738
Italy,2021-04-17,3857443,3235459,116676,505308
Italy,2021-04-18,3870131,3248593,116927,504611
Italy,2021-04-19,3878994,3268262,117243,493489
Italy,2021-04-20,3891063,3290715,117633,482715
Italy,2021-04-21,3904899,3311267,117997,475635
Italy,2021-04-22,3920945,3330392,118357,472196
Italy,2021-04-23,3935703,3351461,118699,465543
Italy,2021-04-24,3949517,3369048,119021,461448
Italy,2021-04-25,3962674,3382224,119238,461212
Italy,2021-04-26,3971114,3398763,119539,452812
Italy,2021-04-27,3981512,3413451,119912,448149
Italy,2021-04-28,3994894,3431867,120256,442771
Italy,2021-04-29,4009208,3449955,120544,438709
Italy,2021-04-30,4022653,3465576,120807,436270
Italy,2021-05-01,4035617,3484042,121033,430542
Italy,2021-05-02,4044762,3492679,121177,430906
Italy,2021-05-03,4050708,3505717,121433,423558
Italy,2021-05-04,4059821,3524194,121738,413889
Italy,2021-05-05,4070400,3541266,122005,407129
Italy,2021-05-06,4082198,3557133,122263,402802
Italy,2021-05-07,4092747,3572713,122470,397564
Italy,2021-05-08,4102921,3590107,122694,390120
Italy,2021-05-09,4111210,3604523,122833,383854
Italy,2021-05-10,4116287,3619586,123031,373670
Italy,2021-05-11,4123230,3636089,123282,363859
Italy,2021-05-12,4131078,3655112,123544,352422
Italy,2021-05-13,4139160,3669407,123745,346008
Italy,2021-05-14,4146722,3683189,123927,339606
Italy,2021-05-15,4153374,3696481,124063,332830
Italy,2021-05-16,4159122,3706084,124156,328882
Italy,2021-05-17,4162576,3715389,124296,322891
Italy,2021-05-18,4167025,3727220,124497,315308
Italy,2021-05-19,4172525,3741149,124646,306730
Italy,2021-05-20,4178261,3753965,124810,299486
Italy,2021-05-21,4183476,3766660,125028,291788
Italy,2021-05-22,4188190,3779293,125153,283744
Italy,2021-05-23,4192183,3785866,125225,281092
Italy,2021-05-24,4194672,3792898,125335,276439
Italy,2021-05-25,4197892,3804246,125501,268145
Italy,2021-05-26,4201827,3816176,125622,260029
Italy,2021-05-27,4205970,3826984,125793,253193
Italy,2021-05-28,4209707,3837518,125919,246270
Italy,2021-05-29,4213055,3845087,126002,241966
Italy,2021-05-30,4216003,3851661,126046,238296
Italy,2021-05-31,4217821,3858019,126128,233674
Italy,2021-06-01,4220304,3868332,126221,225751
Italy,2021-06-02,4223200,3886867,126283,210050
Italy,2021-06-03,4225163,3893259,126342,205562
Italy,2021-06-04,4227719,3901112,126415,200192
Italy,2021-06-05,4230153,3908312,126472,195369
Italy,2021-06-06,4232428,3913633,126523,192272
Italy,2021-06-07,4233698,3918657,126588,188453
Italy,2021-06-08,4235592,3927176,126690,181726
Italy,2021-06-09,4237790,3936088,126767,174935
Italy,2021-06-10,4239868,3943704,126855,169309
Italy,2021-06-11,4241760,3949597,126924,165239
Italy,2021-06-12,4243482,3954097,126976,162409
Italy,2021-06-13,4244872,3957557,127002,160313
Italy,2021-06-14,4245779,3960951,127038,157790
Italy,2021-06-15,4247032,4014025,127101,105906
Italy,2021-06-16,4248432,4019424,127153,101855
Italy,2021-06-17,4249755,4023957,127190,98608
Italy,2021-06-18,4250902,4031605,127225,92072
Italy,2021-06-19,4252095,4035692,127253,89150
Italy,2021-06-20,4252976,4037996,127270,87710
Italy,2021-06-21,4253460,4049316,127291,76853
Italy,2021-06-22,4254294,4054008,127322,72964
Italy,2021-06-23,4255434,4059463,127352,68619
Italy,2021-06-24,4255700,4066029,127362,62309
Italy,2021-06-25,4256451,4068798,127418,60235
Italy,2021-06-26,4257289,4072099,127458,57732
Italy,2021-06-27,4258069,4073435,127472,57162
Italy,2021-06-28,4258456,4076274,127500,54682
Italy,2021-06-29,4259133,4078767,127542,52824
Italy,2021-06-30,4259909,4081902,127566,50441
Italy,2021-07-01,4260788,4083843,127587,49358
Italy,2021-07-02,4261582,4086188,127615,47779
Italy,2021-07-03,4262511,4089298,127637,45576
Italy,2021-07-04,4263317,4091004,127649,44664
Italy,2021-07-05,4263797,4092586,127680,43531
Italy,2021-07-06,4264704,4094421,127704,42579
Italy,2021-07-07,4265714,4096156,127718,41840
Italy,2021-07-08,4267105,4097905,127731,41469
Italy,2021-07-09,4268491,4099339,127756,41396
Italy,2021-07-10,4269885,4101102,127768,41015
Italy,2021-07-11,4271276,4102420,127775,41081
Italy,2021-07-12,4272163,4103949,127788,40426
Italy,2021-07-13,4273693,4105236,127808,40649
Italy,2021-07-14,4275846,4106315,127831,41700
Italy,2021-07-15,4278319,4109579,127840,40900
Italy,2021-07-16,4281214,4110649,127851,42714
Italy,2021-07-17,4284332,4112977,127864,43491
Italy,2021-07-18,4287458,4113478,127867,46113
Italy,2021-07-19,4289528,4114129,127874,47525
Italy,2021-07-20,4293083,4115889,127884,49310
Italy,2021-07-21,4297337,4118124,127905,51308
Italy,2021-07-22,4302393,4119607,127920,54866
Italy,2021-07-23,4307535,4120846,127937,58752
Italy,2021-07-24,4312673,4122208,127942,62523
Italy,2021-07-25,4317415,4123209,127949,66257
Italy,2021-07-26,4320530,4124323,127971,68236
Italy,2021-07-27,4325046,4126741,127995,70310
Italy,2021-07-28,4330739,4128568,128010,74161
Italy,2021-07-29,4336906,4130393,128029,78484
Italy,2021-07-30,4343519,4132510,128047,82962
Italy,2021-07-31,4350028,4134680,128063,87285
Italy,2021-08-01,4355348,4135930,128068,91350
Italy,2021-08-02,4358533,4137428,128088,93017
Italy,2021-08-03,4363374,4141043,128115,94216
Italy,2021-08-04,4369964,4144608,128136,97220
Italy,2021-08-05,4377188,0,128163,4249025
Italy,2021-08-06,4383787,0,128187,4255600
Italy,2021-08-07,4390684,0,128209,4262475
Italy,2021-08-08,4396417,0,128220,4268197
Italy,2021-08-09,4400617,0,128242,4272375
Italy,2021-08-10,4406241,0,128273,4277968
Italy,2021-08-11,4413162,0,128304,4284858
Italy,2021-08-12,4420429,0,128334,4292095
Italy,2021-08-13,4427827,0,128379,4299448
Italy,2021-08-14,4435008,0,128413,4306595
Italy,2021-08-15,4440669,0,128432,4312237
Italy,2021-08-16,4444338,0,128456,4315882
Italy,2021-08-17,4449606,0,128510,4321096
Italy,2021-08-18,4456765,0,128579,4328186
Italy,2021-08-19,4464005,0,128634,4335371
Italy,2021-08-20,4471225,0,128683,4342542
Italy,2021-08-21,4478691,0,128728,4349963
Italy,2021-08-22,4484613,0,128751,4355862
Italy,2021-08-23,4488779,0,128795,4359984
Italy,2021-08-24,4494857,0,128855,4366002
Italy,2021-08-25,4502396,0,128914,4373482
Italy,2021-08-26,4509611,0,128957,4380654
Italy,2021-08-27,4517434,0,129002,4388432
Italy,2021-08-28,4524292,0,129056,4395236
Italy,2021-08-29,4530246,0,129093,4401153
Italy,2021-08-30,4534499,0,129146,4405353
Italy,2021-08-31,4539991,0,129221,4410770
Italy,2021-09-01,4546487,0,129290,4417197
Italy,2021-09-02,4553241,0,129352,4423889
Italy,2021-09-03,4559970,0,129410,4430560
Italy,2021-09-04,4566126,0,129466,4436660
Italy,2021-09-05,4571440,0,129515,4441925
Italy,2021-09-06,4574787,0,129567,4445220
Italy,2021-09-07,4579502,0,129638,4449864
Italy,2021-09-08,4585423,0,129707,4455716
Italy,2021-09-09,4590941,0,129766,4461175
Italy,2021-09-10,4596558,0,129828,4466730
Italy,2021-09-11,4601749,0,129885,4471864
Italy,2021-09-12,4606413,0,129919,4476494
Italy,2021-09-13,4609205,0,129955,4479250
Italy,2021-09-14,4613214,0,130027,4483187
Italy,2021-09-15,4618040,0,130100,4487940
Italy,2021-09-16,4623155,0,130167,4492988
Italy,2021-09-17,4627699,0,130233,4497466
Italy,2021-09-18,4632275,0,130284,4501991
Italy,2021-09-19,4636111,0,130310,4505801
Italy,2021-09-20,4638516,0,130354,4508162
Italy,2021-09-21,4641890,0,130421,4511469
Italy,2021-09-22,4645853,0,130488,4515365
Italy,2021-09-23,4649906,0,130551,4519355
Italy,2021-09-24,4653696,0,130603,4523093
Italy,2021-09-25,4657215,0,130653,4526562
Italy,2021-09-26,4660314,0,130697,4529617
Italy,2021-09-27,4662087,0,130742,4531345
Italy,2021-09-28,4665049,0,130807,4534242
Italy,2021-09-29,4668261,0,130870,4537391
Italy,2021-09-30,4672355,0,130921,4541434
Italy,2021-10-01,4675758,0,130973,4544785
Italy,2021-10-02,4679067,0,130998,4548069
Italy,2021-10-03,4682034,0,131031,4551003
Italy,2021-10-04,4683646,0,131068,4552578
Italy,2021-10-05,4686109,0,131118,4554991
Italy,2021-10-06,4689341,0,131157,4558184
Italy,2021-10-07,4692274,0,131198,4561076
Italy,2021-10-08,4695291,0,131228,4564063
Italy,2021-10-09,4698038,0,131274,4566764
Italy,2021-10-10,4700316,0,131301,4569015
Italy,2021-10-11,4701832,0,131335,4570497
Italy,2021-10-12,4704318,0,131384,4572934
Italy,2021-10-13,4707087,0,131421,4575666
Italy,2021-10-14,4709753,0,131461,4578292
Italy,2021-10-15,4712482,0,131503,4580979
Italy,2021-10-16,4715464,0,131517,4583947
Italy,2021-10-17,4717899,0,131541,4586358
Italy,2021-10-18,4719493,0,131585,4587908
Italy,2021-10-19,4722188,0,131655,4590533
Italy,2021-10-20,4725887,0,131688,4594199
Italy,2021-10-21,4729678,0,131724,4597954
Italy,2021-10-22,4733557,0,131763,4601794
Italy,2021-10-23,4737462,0,131802,4605660
Italy,2021-10-24,4741185,0,131826,4609359
Italy,2021-10-25,4743720,0,131856,4611864
Italy,2021-10-26,4747773,0,131904,4615869
Italy,2021-10-27,4752368,0,131954,4620414
Italy,2021-10-28,4757231,0,132004,4625227
Italy,2021-10-29,4762563,0,132037,4630526
Italy,2021-10-30,4767440,0,132074,4635366
Italy,2021-10-31,4771965,0,132100,4639865
Italy,2021-11-01,4774783,0,132120,4642663
Italy,2021-11-02,4777614,0,132161,4645453
Italy,2021-11-03,4782802,0,132224,4650578
Italy,2021-11-04,4788704,0,132283,4656421
Italy,2021-11-05,4795465,0,132334,4663131
Italy,2021-11-06,4802225,0,132365,4669860
Italy,2021-11-07,4808047,0,132391,4675656
Italy,2021-11-08,4812594,0,132423,4680171
Italy,2021-11-09,4818705,0,132491,4686214
Italy,2021-11-10,4826738,0,132551,4694187
Italy,2021-11-11,4835435,0,132618,4702817
Italy,2021-11-12,4843957,0,132686,4711271
Italy,2021-11-13,4852496,0,132739,4719757
Italy,2021-11-14,4860061,0,132775,4727286
Italy,2021-11-15,4865260,0,132819,4732441
Italy,2021-11-16,4873075,0,132893,4740182
Italy,2021-11-17,4883242,0,132965,4750277
Italy,2021-11-18,4893887,0,133034,4760853
Italy,2021-11-19,4904441,0,133082,4771359
Italy,2021-11-20,4915981,0,133131,4782850
Italy,2021-11-21,4925688,0,133177,4792511
Italy,2021-11-22,4932091,0,133247,4798844
Italy,2021-11-23,4942135,0,133330,4808805
Italy,2021-11-24,4954585,0,133415,4821170
Italy,2021-11-25,4968341,0,133486,4834855
Italy,2021-11-26,4982022,0,133537,4848485
Italy,2021-11-27,4994891,0,133627,4861264
Italy,2021-11-28,5007818,0,133674,4874144
Italy,2021-11-29,5015790,0,133739,4882051
Italy,2021-11-30,5028547,0,133828,4894719
Italy,2021-12-01,5043620,0,133931,4909689
Italy,2021-12-02,5060430,0,134003,4926427
Italy,2021-12-03,5077445,0,134077,4943368
Italy,2021-12-04,5094072,0,134152,4959920
Italy,2021-12-05,5109082,0,134195,4974887
Italy,2021-12-06,5118576,0,134287,4984289
Italy,2021-12-07,5134318,0,134386,4999932
Italy,2021-12-08,5152264,0,134472,5017792
Italy,2021-12-09,5164780,0,134551,5030229
Italy,2021-12-10,5185270,0,134669,5050601
Italy,2021-12-11,5206305,0,134765,5071540
Italy,2021-12-12,5225517,0,134831,5090686
Italy,2021-12-13,5238221,0,134929,5103292
Italy,2021-12-14,5258886,0,135049,5123837
Italy,2021-12-15,5282076,0,135178,5146898
Italy,2021-12-16,5308180,0,135301,5172879
Italy,2021-12-17,5336795,0,135421,5201374
Italy,2021-12-18,5364852,0,135544,5229308
Italy,2021-12-19,5389155,0,135641,5253514
Italy,2021-12-20,5405360,0,135778,5269582
Italy,2021-12-21,5436143,0,135931,5300212
Italy,2021-12-22,5472469,0,136077,5336392
Italy,2021-12-23,5517054,0,136245,5380809
Italy,2021-12-24,5567644,0,136386,5431258
Italy,2021-12-25,5622431,0,136530,5485901
Italy,2021-12-26,5647313,0,136611,5510702
Italy,2021-12-27,5678112,0,136753,5541359
Italy,2021-12-28,5756412,0,136955,5619457
Italy,2021-12-29,5854428,0,137091,5717337
Italy,2021-12-30,5981428,0,137247,5844181
Italy,2021-12-31,6125683,0,137402,5988281
Italy,2022-01-01,6266939,0,137513,6129426
Italy,2022-01-02,6328076,0,137646,6190430
Italy,2022-01-03,6396110,0,137786,6258324
Italy,2022-01-04,6566947,0,138045,6428902
Italy,2022-01-05,6756035,0,138276,6617759
Italy,2022-01-06,6975465,0,138474,6836991
Italy,2022-01-07,7083762,0,138697,6945065
Italy,2022-01-08,7281297,0,138881,7142416
Italy,2022-01-09,7436939,0,139038,7297901
Italy,2022-01-10,7554344,0,139265,7415079
Italy,2022-01-11,7774863,0,139559,7635304
Italy,2022-01-12,7971068,0,139872,7831196
Italy,2022-01-13,8155645,0,140188,8015457
Italy,2022-01-14,8356514,0,140548,8215966
Italy,2022-01-15,8549450,0,140856,8408594
Italy,2022-01-16,8706915,0,141104,8565811
Italy,2022-01-17,8790302,0,141391,8648911
Italy,2022-01-18,9018425,0,141825,8876600
Italy,2022-01-19,9219391,0,142205,9077186
Italy,2022-01-20,9418256,0,142590,9275666
Italy,2022-01-21,9603856,0,142963,9460893
Italy,2022-01-22,9781191,0,143296,9637895
Italy,2022-01-23,9923678,0,143523,9780155
Italy,2022-01-24,10001344,0,143875,9857469
Italy,2022-01-25,10212621,0,144343,10068278
Italy,2022-01-26,10383561,0,144770,10238791
Italy,2022-01-27,10539601,0,145159,10394442
Italy,2022-01-28,10683948,0,145537,10538411
Italy,2022-01-29,10821375,0,145914,10675461
Italy,2022-01-30,10925485,0,146149,10779336
Italy,2022-01-31,10983116,0,146498,10836618
Italy,2022-02-01,11116422,0,146925,10969497
Italy,2022-02-02,11235745,0,147320,11088425
Italy,2022-02-03,11348701,0,147734,11200967
Italy,2022-02-04,11449601,0,148167,11301434
Italy,2022-02-05,11542793,0,148542,11394251
Italy,2022-02-06,11621736,0,148771,11472965
Italy,2022-02-07,11663338,0,149097,11514241
Italy,2022-02-08,11765767,0,149512,11616255
Italy,2022-02-09,11847436,0,149896,11697540
Italy,2022-02-10,11923631,0,150221,11773410
Italy,2022-02-11,11991109,0,150555,11840554
Italy,2022-02-12,12053330,0,150824,11902506
Italy,2022-02-13,12105675,0,151015,11954660
Italy,2022-02-14,12134451,0,151296,11983155
Italy,2022-02-15,12205474,0,151684,12053790
Italy,2022-02-16,12265343,0,151962,12113381
Italy,2022-02-17,12323398,0,152282,12171116
Italy,2022-02-18,12377098,0,152596,12224502
Italy,2022-02-19,12427773,0,152848,12274925
Italy,2022-02-20,12469975,0,152989,12316986
Italy,2022-02-21,12494459,0,153190,12341269
Italy,2022-02-22,12554596,0,153512,12401084
Italy,2022-02-23,12603758,0,153764,12449994
Italy,2022-02-24,12651251,0,154013,12497238
Italy,2022-02-25,12693320,0,154206,12539114
Italy,2022-02-26,12732680,0,154416,12578264
Italy,2022-02-27,12764558,0,154560,12609998
Italy,2022-02-28,12782836,0,154767,12628069
Italy,2022-03-01,12829972,0,155000,12674972
Italy,2022-03-02,12867918,0,155214,12712704
Italy,2022-03-03,12910506,0,155399,12755107
Italy,2022-03-04,12948859,0,155609,12793250
Italy,2022-03-05,12990223,0,155782,12834441
Italy,2022-03-06,13026112,0,155887,12870225
Italy,2022-03-07,13048774,0,156017,12892757
Italy,2022-03-08,13109527,0,156201,12953326
Italy,2022-03-09,13159342,0,156357,13002985
Italy,2022-03-10,13214498,0,156493,13058005
Italy,2022-03-11,13268459,0,156649,13111810
Italy,2022-03-12,13323179,0,156782,13166397
Italy,2022-03-13,13373207,0,156868,13216339
Italy,2022-03-14,13402905,0,156997,13245908
Italy,2022-03-15,13489319,0,157177,13332142
Italy,2022-03-16,13563466,0,157314,13406152
Italy,2022-03-17,13645834,0,157442,13488392
Italy,2022-03-18,13724411,0,157607,13566804
Italy,2022-03-19,13800179,0,157692,13642487
Italy,2022-03-20,13861743,0,157785,13703958
Italy,2022-03-21,13895188,0,157904,13737284
Italy,2022-03-22,13992092,0,158101,13833991
Italy,2022-03-23,14070450,0,158254,13912196
Italy,2022-03-24,14153098,0,158436,13994662
Italy,2022-03-25,14229495,0,158582,14070913
Italy,2022-03-26,14304111,0,158700,14145411
Italy,2022-03-27,14364723,0,158782,14205941
Italy,2022-03-28,14396283,0,158877,14237406
Italy,2022-03-29,14496579,0,159054,14337525
Italy,2022-03-30,14567990,0,159224,14408766
Italy,2022-03-31,14642354,0,159383,14482971
Italy,2022-04-01,14719394,0,159537,14559857
Italy,2022-04-02,14790806,0,159666,14631140
Italy,2022-04-03,14845815,0,159784,14686031
Italy,2022-04-04,14877144,0,159909,14717235
Italy,2022-04-05,14966058,0,160103,14805955
Italy,2022-04-06,15035943,0,160253,14875690
Italy,2022-04-07,15106066,0,160402,14945664
Italy,2022-04-08,15173707,0,160546,15013161
Italy,2022-04-09,15238128,0,160658,15077470
Italy,2022-04-10,15292048,0,160748,15131300
Italy,2022-04-11,15320753,0,160863,15159890
Italy,2022-04-12,15404809,0,161032,15243777
Italy,2022-04-13,15467395,0,161187,15306208
Italy,2022-04-14,15533012,0,161336,15371676
Italy,2022-04-15,15595302,0,161469,15433833
Italy,2022-04-16,15659835,0,161602,15498233
Italy,2022-04-17,15712088,0,161687,15550401
Italy,2022-04-18,15730676,0,161766,15568910
Italy,2022-04-19,15758002,0,161893,15596109
Italy,2022-04-20,15858442,0,162098,15696344
Italy,2022-04-21,15934437,0,162264,15772173
Italy,2022-04-22,16008181,0,162466,15845715
Italy,2022-04-23,16079209,0,162609,15916600
Italy,2022-04-24,16136057,0,162688,15973369
Italy,2022-04-25,16161339,0,162781,15998558
Italy,2022-04-26,16191323,0,162927,16028396
Italy,2022-04-27,16279754,0,163113,16116641
Italy,2022-04-28,16349788,0,163244,16186544
Italy,2022-04-29,16409183,0,163377,16245806
Italy,2022-04-30,16463200,0,163507,16299693
Italy,2022-05-01,16504791,0,163612,16341179
Italy,2022-05-02,16523859,0,163736,16360123
Italy,2022-05-03,16586268,0,163889,16422379
Italy,2022-05-04,16633911,0,164041,16469870
Italy,2022-05-05,16682626,0,164179,16518447
Italy,2022-05-06,16726990,0,164304,16562686
Italy,2022-05-07,16767773,0,164417,16603356
Italy,2022-05-08,16798998,0,164489,16634509
Italy,2022-05-09,16816419,0,164573,16651846
Italy,2022-05-10,16872618,0,164731,16707887
Italy,2022-05-11,16915301,0,164846,16750455
Italy,2022-05-12,16954784,0,164976,16789808
Italy,2022-05-13,16993813,0,165091,16828722
Italy,2022-05-14,17030147,0,165182,16864965
Italy,2022-05-15,17057873,0,165244,16892629
Italy,2022-05-16,17071649,0,165346,16906303
Italy,2022-05-17,17116550,0,165494,16951056
Italy,2022-05-18,17147477,0,165630,16981847
Italy,2022-05-19,17178199,0,165738,17012461
Italy,2022-05-20,17205017,0,165827,17039190
Russia,2020-01-22,0,0,0,0
Russia,2020-01-23,0,0,0,0
Russia,2020-01-24,0,0,0,0
Russia,2020-01-25,0,0,0,0
Russia,2020-01-26,0,0,0,0
Russia,2020-01-27,0,0,0,0
Russia,2020-01-28,0,0,0,0
Russia,2020-01-29,0,0,0,0
Russia,2020-01-30,0,0,0,0
Russia,2020-01-31,2,0,0,2
Russia,2020-02-01,2,0,0,2
Russia,2020-02-02,2,0,0,2
Russia,2020-02-03,2,0,0,2
Russia,2020-02-04,2,0,0,2
Russia,2020-02-05,2,0,0,2
Russia,2020-02-06,2,0,0,2
Russia,2020-02-07,2,0,0,2
Russia,2020-02-08,2,0,0,2
Russia,2020-02-09,2,0,0,2
Russia,2020-02-10,2,0,0,2
Russia,2020-02-11,2,0,0,2
Russia,2020-02-12,2,2,0,0
Russia,2020-02-13,2,2,0,0
Russia,2020-02-14,2,2,0,0
Russia,2020-02-15,2,2,0,0
Russia,2020-02-16,2,2,0,0
Russia,2020-02-17,2,2,0,0
Russia,2020-02-18,2,2,0,0
Russia,2020-02-19,2,2,0,0
Russia,2020-02-20,2,2,0,0
Russia,2020-02-21,2,2,0,0
Russia,2020-02-22,2,2,0,0
Russia,2020-02-23,2,2,0,0
Russia,2020-02-24,2,2,0,0
Russia,2020-02-25,2,2,0,0
Russia,2020-02-26,2,2,0,0
Russia,2020-02-27,2,2,0,0
